,Score,Type,Text,BeginOffset,EndOffset
0,0.8717960119247437,QUANTITY,one day,335,342
1,0.4832732081413269,QUANTITY,One,23,26
2,0.8266111016273499,PERSON,God,165,168
3,0.9945709705352783,QUANTITY,two young lads,1218,1232
4,0.9509584307670593,QUANTITY,one corner,1792,1802
5,0.9957988262176514,QUANTITY,two youths,2039,2049
6,0.7679190039634705,QUANTITY,half of,2121,2128
7,0.6058903336524963,QUANTITY,goods,2133,2138
8,0.7555670738220215,ORGANIZATION,Christians,2478,2488
9,0.9109622836112976,PERSON,God,2509,2512
10,0.28214654326438904,DATE,DEAD.II,14,21
11,0.8965670466423035,DATE,ten years,200,209
12,0.6784606575965881,PERSON,CHRIST,0,6
13,0.5865538120269775,TITLE,AND FOLK,7,15
14,0.7084776163101196,QUANTITY,One day,24,31
15,0.9996623992919922,PERSON,Christ,32,38
16,0.9942269921302795,PERSON,St. Peter,43,52
17,0.9400500655174255,LOCATION,earth,76,81
18,0.9797796010971069,QUANTITY,one house,108,117
19,0.9991839528083801,PERSON,Christ,152,158
20,0.983576774597168,PERSON,St. Peter,184,193
21,0.9990894794464111,PERSON,Christ,228,234
22,0.9819263815879822,PERSON,St. Peter,254,263
23,0.999122679233551,PERSON,Christ,296,302
24,0.9799493551254272,PERSON,St. Peter,324,333
25,0.9778498411178589,QUANTITY,third time—and,372,386
26,0.9993267059326172,PERSON,Christ,387,393
27,0.9797085523605347,PERSON,St. Peter,559,568
28,0.9996091723442078,PERSON,Christ,581,587
29,0.9894063472747803,PERSON,St. Peter,599,608
30,0.999366819858551,PERSON,Christ,670,676
31,0.9987794756889343,PERSON,Christ,820,826
32,0.8767897486686707,QUANTITY,one house,865,874
33,0.9544872045516968,PERSON,CHRIST,0,6
34,0.765836238861084,QUANTITY,One day,23,30
35,0.7854694724082947,PERSON,St. Peter,31,40
36,0.9993389248847961,PERSON,Christ,45,51
37,0.9562790989875793,PERSON,St. Peter,79,88
38,0.8821636438369751,PERSON,God,155,158
39,0.9766309261322021,QUANTITY,half a day,167,177
40,0.7784099578857422,PERSON,God,189,192
41,0.9954875111579895,PERSON,Peter,209,214
42,0.5750980377197266,PERSON,Lord,246,250
43,0.6515878438949585,PERSON,God,291,294
44,0.4977003037929535,QUANTITY,geese,389,394
45,0.9811266660690308,PERSON,St. Peter,517,526
46,0.6068049073219299,PERSON,God,626,629
47,0.9984946250915527,PERSON,Peter,674,679
48,0.6120306849479675,PERSON,God,839,842
49,0.9987437129020691,PERSON,Peter,897,902
50,0.998249351978302,PERSON,CHUFÍL-FÍLYUSHKA,0,16
51,0.9972359538078308,QUANTITY,three brothers,47,61
52,0.9571096897125244,PERSON,Ram,101,104
